Province,Date,Sex,Age,Cumulative number of people (Vaccinedose1)
Newfoundland and Labrador,2022-01-22,Other,18–29,0
Newfoundland and Labrador,2022-01-22,Other,30–39,0
Newfoundland and Labrador,2022-01-22,Other,40–49,0
Newfoundland and Labrador,2022-01-22,Other,50–59,0
Newfoundland and Labrador,2022-01-22,Other,60–69,0
Newfoundland and Labrador,2022-01-22,Other,70–79,0
Newfoundland and Labrador,2022-01-22,Other,80+,0
Prince Edward Island,2022-01-22,f,0–4,0
Prince Edward Island,2022-01-22,f,12–17,4909
Prince Edward Island,2022-01-22,f,18–29,12040
Prince Edward Island,2022-01-22,f,30–39,9521
Prince Edward Island,2022-01-22,f,40–49,9762
Prince Edward Island,2022-01-22,f,50–59,11080
Prince Edward Island,2022-01-22,f,60–69,11573
Prince Edward Island,2022-01-22,f,70–79,8093
Prince Edward Island,2022-01-22,f,80+,4734
Prince Edward Island,2022-01-22,m,0–4,0
Prince Edward Island,2022-01-22,m,12–17,4882
Prince Edward Island,2022-01-22,m,18–29,12544
Prince Edward Island,2022-01-22,m,30–39,9086
Prince Edward Island,2022-01-22,m,40–49,9079
Prince Edward Island,2022-01-22,m,50–59,10418
Prince Edward Island,2022-01-22,m,60–69,10668
Prince Edward Island,2022-01-22,m,70–79,7425
Prince Edward Island,2022-01-22,m,80+,3200
Prince Edward Island,2022-01-22,Other,0–4,0
Prince Edward Island,2022-01-22,Other,12–17,0
Prince Edward Island,2022-01-22,Other,18–29,0
Prince Edward Island,2022-01-22,Other,30–39,0
Prince Edward Island,2022-01-22,Other,40–49,0
Prince Edward Island,2022-01-22,Other,50–59,0
Prince Edward Island,2022-01-22,Other,60–69,0
Prince Edward Island,2022-01-22,Other,70–79,0
Prince Edward Island,2022-01-22,Other,80+,0
Nova Scotia,2022-01-22,f,0–4,2
Nova Scotia,2022-01-22,f,12–17,26237
Nova Scotia,2022-01-22,f,18–29,66813
Nova Scotia,2022-01-22,f,30–39,59286
Nova Scotia,2022-01-22,f,40–49,58433
Nova Scotia,2022-01-22,f,50–59,69671
Nova Scotia,2022-01-22,f,60–69,74106
Nova Scotia,2022-01-22,f,70–79,52041
Nova Scotia,2022-01-22,f,80+,30081
Nova Scotia,2022-01-22,m,0–4,2
Nova Scotia,2022-01-22,m,12–17,27309
Nova Scotia,2022-01-22,m,18–29,66771
Nova Scotia,2022-01-22,m,30–39,55579
Nova Scotia,2022-01-22,m,40–49,53659
Nova Scotia,2022-01-22,m,50–59,64660
Nova Scotia,2022-01-22,m,60–69,69000
Nova Scotia,2022-01-22,m,70–79,46993
Nova Scotia,2022-01-22,m,80+,20645
Nova Scotia,2022-01-22,Other,0–4,0
Nova Scotia,2022-01-22,Other,12–17,1
Nova Scotia,2022-01-22,Other,18–29,5
Nova Scotia,2022-01-22,Other,30–39,0
Nova Scotia,2022-01-22,Other,40–49,0
Nova Scotia,2022-01-22,Other,50–59,0
Nova Scotia,2022-01-22,Other,60–69,0
Nova Scotia,2022-01-22,Other,70–79,0
Nova Scotia,2022-01-22,Other,80+,0
New Brunswick,2022-01-22,f,0–4,0
New Brunswick,2022-01-22,f,12–17,21607
New Brunswick,2022-01-22,f,18–29,48121
New Brunswick,2022-01-22,f,30–39,43263
New Brunswick,2022-01-22,f,40–49,47631
New Brunswick,2022-01-22,f,50–59,54802
New Brunswick,2022-01-22,f,60–69,59055
New Brunswick,2022-01-22,f,70–79,41505
New Brunswick,2022-01-22,f,80+,24287
New Brunswick,2022-01-22,m,0–4,0
New Brunswick,2022-01-22,m,12–17,22007
New Brunswick,2022-01-22,m,18–29,48618
New Brunswick,2022-01-22,m,30–39,40575
New Brunswick,2022-01-22,m,40–49,44171
New Brunswick,2022-01-22,m,50–59,52670
New Brunswick,2022-01-22,m,60–69,55876
New Brunswick,2022-01-22,m,70–79,38685
New Brunswick,2022-01-22,m,80+,17033
New Brunswick,2022-01-22,Other,0–4,0
New Brunswick,2022-01-22,Other,12–17,0
New Brunswick,2022-01-22,Other,18–29,0
New Brunswick,2022-01-22,Other,30–39,0
New Brunswick,2022-01-22,Other,40–49,0
New Brunswick,2022-01-22,Other,50–59,0
New Brunswick,2022-01-22,Other,60–69,0
New Brunswick,2022-01-22,Other,70–79,0
New Brunswick,2022-01-22,Other,80+,0
Quebec,2022-01-22,f,0–4,95
Quebec,2022-01-22,f,12–17,237672
Quebec,2022-01-22,f,18–29,529681
Quebec,2022-01-22,f,30–39,500030
Quebec,2022-01-22,f,40–49,509770
Quebec,2022-01-22,f,50–59,523209
Quebec,2022-01-22,f,60–69,568896
Quebec,2022-01-22,f,70–79,407649
Quebec,2022-01-22,f,80+,257810
Quebec,2022-01-22,m,0–4,92
Quebec,2022-01-22,m,12–17,246464
Quebec,2022-01-22,m,18–29,535422
Quebec,2022-01-22,m,30–39,495589
Quebec,2022-01-22,m,40–49,511128
Quebec,2022-01-22,m,50–59,524674
Quebec,2022-01-22,m,60–69,550357
Quebec,2022-01-22,m,70–79,367937
Quebec,2022-01-22,m,80+,170290
Quebec,2022-01-22,Other,0–4,0
Quebec,2022-01-22,Other,12–17,0
Quebec,2022-01-22,Other,18–29,0
Quebec,2022-01-22,Other,30–39,0
Quebec,2022-01-22,Other,40–49,0
Quebec,2022-01-22,Other,50–59,0
Quebec,2022-01-22,Other,60–69,0
Quebec,2022-01-22,Other,70–79,0
Quebec,2022-01-22,Other,80+,0
Ontario,2022-01-22,f,0–4,0
Ontario,2022-01-22,f,12–17,405394
Ontario,2022-01-22,f,18–29,1049496
Ontario,2022-01-22,f,30–39,913562
Ontario,2022-01-22,f,40–49,860114
Ontario,2022-01-22,f,50–59,942867
Ontario,2022-01-22,f,60–69,884717
Ontario,2022-01-22,f,70–79,597302
Ontario,2022-01-22,f,80+,376928
Ontario,2022-01-22,m,0–4,0
Ontario,2022-01-22,m,12–17,423053
Ontario,2022-01-22,m,18–29,1098478
Ontario,2022-01-22,m,30–39,901098
Ontario,2022-01-22,m,40–49,805247
Ontario,2022-01-22,m,50–59,898221
Ontario,2022-01-22,m,60–69,822381
Ontario,2022-01-22,m,70–79,528370
Ontario,2022-01-22,m,80+,260947
Ontario,2022-01-22,Other,0–4,0
Ontario,2022-01-22,Other,12–17,881
Ontario,2022-01-22,Other,18–29,2739
Ontario,2022-01-22,Other,30–39,1220
Ontario,2022-01-22,Other,40–49,486
Ontario,2022-01-22,Other,50–59,332
Ontario,2022-01-22,Other,60–69,252
Ontario,2022-01-22,Other,70–79,179
Ontario,2022-01-22,Other,80+,144
Manitoba,2022-01-22,f,0–4,0
Manitoba,2022-01-22,f,12–17,42437
Manitoba,2022-01-22,f,18–29,97970
Manitoba,2022-01-22,f,30–39,84476
Manitoba,2022-01-22,f,40–49,77280
Manitoba,2022-01-22,f,50–59,77006
Manitoba,2022-01-22,f,60–69,76407
Manitoba,2022-01-22,f,70–79,51816
Manitoba,2022-01-22,f,80+,34639
Manitoba,2022-01-22,m,0–4,0
Manitoba,2022-01-22,m,12–17,43625
Manitoba,2022-01-22,m,18–29,104678
Manitoba,2022-01-22,m,30–39,83748
Manitoba,2022-01-22,m,40–49,76055
Manitoba,2022-01-22,m,50–59,75269
Manitoba,2022-01-22,m,60–69,73423
Manitoba,2022-01-22,m,70–79,46037
Manitoba,2022-01-22,m,80+,22884
Manitoba,2022-01-22,Other,0–4,0
Manitoba,2022-01-22,Other,12–17,0
Manitoba,2022-01-22,Other,18–29,0
Manitoba,2022-01-22,Other,30–39,0
Manitoba,2022-01-22,Other,40–49,0
Manitoba,2022-01-22,Other,50–59,0
Manitoba,2022-01-22,Other,60–69,0
Manitoba,2022-01-22,Other,70–79,0
Manitoba,2022-01-22,Other,80+,0
Saskatchewan,2022-01-22,f,0–4,11
Saskatchewan,2022-01-22,f,12–17,37257
Saskatchewan,2022-01-22,f,18–29,75634
Saskatchewan,2022-01-22,f,30–39,72887
Saskatchewan,2022-01-22,f,40–49,63759
Saskatchewan,2022-01-22,f,50–59,62538
Saskatchewan,2022-01-22,f,60–69,64776
Saskatchewan,2022-01-22,f,70–79,40293
Saskatchewan,2022-01-22,f,80+,30353
Saskatchewan,2022-01-22,m,0–4,16
Saskatchewan,2022-01-22,m,12–17,38164
Saskatchewan,2022-01-22,m,18–29,78445
Saskatchewan,2022-01-22,m,30–39,72492
Saskatchewan,2022-01-22,m,40–49,64412
Saskatchewan,2022-01-22,m,50–59,61219
Saskatchewan,2022-01-22,m,60–69,63701
Saskatchewan,2022-01-22,m,70–79,37763
Saskatchewan,2022-01-22,m,80+,20382
Saskatchewan,2022-01-22,Other,0–4,0
Saskatchewan,2022-01-22,Other,12–17,5
Saskatchewan,2022-01-22,Other,18–29,0
Saskatchewan,2022-01-22,Other,30–39,0
Saskatchewan,2022-01-22,Other,40–49,0
Saskatchewan,2022-01-22,Other,50–59,0
Saskatchewan,2022-01-22,Other,60–69,0
Saskatchewan,2022-01-22,Other,70–79,0
Saskatchewan,2022-01-22,Other,80+,0
Alberta,2022-01-22,f,0–4,0
Alberta,2022-01-22,f,12–17,130475
Alberta,2022-01-22,f,18–29,288375
Alberta,2022-01-22,f,30–39,303613
Alberta,2022-01-22,f,40–49,268392
Alberta,2022-01-22,f,50–59,246023
Alberta,2022-01-22,f,60–69,230786
Alberta,2022-01-22,f,70–79,136463
Alberta,2022-01-22,f,80+,82162
Alberta,2022-01-22,m,0–4,0
Alberta,2022-01-22,m,12–17,134901
Alberta,2022-01-22,m,18–29,293571
Alberta,2022-01-22,m,30–39,301044
Alberta,2022-01-22,m,40–49,271210
Alberta,2022-01-22,m,50–59,245958
Alberta,2022-01-22,m,60–69,224799
Alberta,2022-01-22,m,70–79,126295
Alberta,2022-01-22,m,80+,58767
Alberta,2022-01-22,Other,0–4,0
Alberta,2022-01-22,Other,12–17,0
Alberta,2022-01-22,Other,18–29,0
Alberta,2022-01-22,Other,30–39,0
Alberta,2022-01-22,Other,40–49,0
Alberta,2022-01-22,Other,50–59,0
Alberta,2022-01-22,Other,60–69,0
Alberta,2022-01-22,Other,70–79,0
Alberta,2022-01-22,Other,80+,0
British Columbia,2022-01-22,f,0–4,0
British Columbia,2022-01-22,f,12–17,132642
British Columbia,2022-01-22,f,18–29,371958
British Columbia,2022-01-22,f,30–39,343743
British Columbia,2022-01-22,f,40–49,305276
British Columbia,2022-01-22,f,50–59,326999
British Columbia,2022-01-22,f,60–69,331141
British Columbia,2022-01-22,f,70–79,230187
British Columbia,2022-01-22,f,80+,140760
British Columbia,2022-01-22,m,0–4,0
British Columbia,2022-01-22,m,12–17,137047
British Columbia,2022-01-22,m,18–29,379304
British Columbia,2022-01-22,m,30–39,344206
British Columbia,2022-01-22,m,40–49,291286
British Columbia,2022-01-22,m,50–59,307816
British Columbia,2022-01-22,m,60–69,306438
British Columbia,2022-01-22,m,70–79,212117
British Columbia,2022-01-22,m,80+,107354
British Columbia,2022-01-22,Other,0–4,0
British Columbia,2022-01-22,Other,12–17,0
British Columbia,2022-01-22,Other,18–29,0
British Columbia,2022-01-22,Other,30–39,0
British Columbia,2022-01-22,Other,40–49,1
British Columbia,2022-01-22,Other,50–59,1
British Columbia,2022-01-22,Other,60–69,0
British Columbia,2022-01-22,Other,70–79,0
British Columbia,2022-01-22,Other,80+,0
Yukon,2022-01-22,f,0–4,0
Yukon,2022-01-22,f,12–17,1085
Yukon,2022-01-22,f,18–29,2895
Yukon,2022-01-22,f,30–39,3528
Yukon,2022-01-22,f,40–49,2771
Yukon,2022-01-22,f,50–59,2592
Yukon,2022-01-22,f,60–69,2536
Yukon,2022-01-22,f,70–79,1252
Yukon,2022-01-22,f,80+,429
Yukon,2022-01-22,m,0–4,0
Yukon,2022-01-22,m,12–17,1184
Yukon,2022-01-22,m,18–29,2893
Yukon,2022-01-22,m,30–39,3399
Yukon,2022-01-22,m,40–49,2650
Yukon,2022-01-22,m,50–59,2549
Yukon,2022-01-22,m,60–69,2632
Yukon,2022-01-22,m,70–79,1403
Yukon,2022-01-22,m,80+,420
Yukon,2022-01-22,Other,0–4,0
Yukon,2022-01-22,Other,12–17,0
Yukon,2022-01-22,Other,18–29,0
Yukon,2022-01-22,Other,30–39,0
Yukon,2022-01-22,Other,40–49,0
Yukon,2022-01-22,Other,50–59,0
Yukon,2022-01-22,Other,60–69,0
Yukon,2022-01-22,Other,70–79,0
Yukon,2022-01-22,Other,80+,0
Northwest Territories,2022-01-22,f,0–4,0
Northwest Territories,2022-01-22,f,12–17,1445
Northwest Territories,2022-01-22,f,18–29,3020
Northwest Territories,2022-01-22,f,30–39,3258
Northwest Territories,2022-01-22,f,40–49,2776
Northwest Territories,2022-01-22,f,50–59,2676
Northwest Territories,2022-01-22,f,60–69,1929
Northwest Territories,2022-01-22,f,70–79,843
Northwest Territories,2022-01-22,f,80+,327
Northwest Territories,2022-01-22,m,0–4,0
Northwest Territories,2022-01-22,m,12–17,1484
Northwest Territories,2022-01-22,m,18–29,2844
Northwest Territories,2022-01-22,m,30–39,2874
Northwest Territories,2022-01-22,m,40–49,2525
Northwest Territories,2022-01-22,m,50–59,2798
Northwest Territories,2022-01-22,m,60–69,2128
Northwest Territories,2022-01-22,m,70–79,999
Northwest Territories,2022-01-22,m,80+,274
Northwest Territories,2022-01-22,Other,0–4,0
Northwest Territories,2022-01-22,Other,12–17,0
Northwest Territories,2022-01-22,Other,18–29,0
Northwest Territories,2022-01-22,Other,30–39,0
Northwest Territories,2022-01-22,Other,40–49,0
Northwest Territories,2022-01-22,Other,50–59,0
Northwest Territories,2022-01-22,Other,60–69,0
Northwest Territories,2022-01-22,Other,70–79,0
Northwest Territories,2022-01-22,Other,80+,0
Nunavut,2022-01-22,f,0–4,0
Nunavut,2022-01-22,f,12–17,1932
Nunavut,2022-01-22,f,18–29,3594
Nunavut,2022-01-22,f,30–39,2830
Nunavut,2022-01-22,f,40–49,2003
Nunavut,2022-01-22,f,50–59,1903
Nunavut,2022-01-22,f,60–69,972
Nunavut,2022-01-22,f,70–79,335
Nunavut,2022-01-22,f,80+,92
Nunavut,2022-01-22,m,0–4,0
Nunavut,2022-01-22,m,12–17,1812
Nunavut,2022-01-22,m,18–29,3519
Nunavut,2022-01-22,m,30–39,2877
Nunavut,2022-01-22,m,40–49,2374
Nunavut,2022-01-22,m,50–59,2261
Nunavut,2022-01-22,m,60–69,1207
Nunavut,2022-01-22,m,70–79,369
Nunavut,2022-01-22,m,80+,76
Nunavut,2022-01-22,Other,0–4,0
Nunavut,2022-01-22,Other,12–17,0
Nunavut,2022-01-22,Other,18–29,0
Nunavut,2022-01-22,Other,30–39,0
Nunavut,2022-01-22,Other,40–49,0
Nunavut,2022-01-22,Other,50–59,0
Nunavut,2022-01-22,Other,60–69,0
Nunavut,2022-01-22,Other,70–79,0
Nunavut,2022-01-22,Other,80+,0
Newfoundland and Labrador,2022-01-30,f,0–4,0
Newfoundland and Labrador,2022-01-30,f,12–17,15995
Newfoundland and Labrador,2022-01-30,f,18–29,31926
Newfoundland and Labrador,2022-01-30,f,30–39,30445
Newfoundland and Labrador,2022-01-30,f,40–49,34061
Newfoundland and Labrador,2022-01-30,f,50–59,41601
Newfoundland and Labrador,2022-01-30,f,60–69,41974
Newfoundland and Labrador,2022-01-30,f,70–79,28873
Newfoundland and Labrador,2022-01-30,f,80+,13111
Newfoundland and Labrador,2022-01-30,m,0–4,0
Newfoundland and Labrador,2022-01-30,m,12–17,16786
Newfoundland and Labrador,2022-01-30,m,18–29,32694
Newfoundland and Labrador,2022-01-30,m,30–39,29146
Newfoundland and Labrador,2022-01-30,m,40–49,32366
Newfoundland and Labrador,2022-01-30,m,50–59,39934
Newfoundland and Labrador,2022-01-30,m,60–69,40299
Newfoundland and Labrador,2022-01-30,m,70–79,26634
Newfoundland and Labrador,2022-01-30,m,80+,9430
Newfoundland and Labrador,2022-01-30,Other,0–4,0
Newfoundland and Labrador,2022-01-30,Other,12–17,0
Newfoundland and Labrador,2022-01-30,Other,18–29,0
Newfoundland and Labrador,2022-01-30,Other,30–39,0
Newfoundland and Labrador,2022-01-30,Other,40–49,0
Newfoundland and Labrador,2022-01-30,Other,50–59,0
Newfoundland and Labrador,2022-01-30,Other,60–69,0
Newfoundland and Labrador,2022-01-30,Other,70–79,0
Newfoundland and Labrador,2022-01-30,Other,80+,0
Prince Edward Island,2022-01-30,f,0–4,0
Prince Edward Island,2022-01-30,f,12–17,4922
Prince Edward Island,2022-01-30,f,18–29,12104
Prince Edward Island,2022-01-30,f,30–39,9567
Prince Edward Island,2022-01-30,f,40–49,9791
Prince Edward Island,2022-01-30,f,50–59,11103
Prince Edward Island,2022-01-30,f,60–69,11590
Prince Edward Island,2022-01-30,f,70–79,8107
Prince Edward Island,2022-01-30,f,80+,4754
Prince Edward Island,2022-01-30,m,0–4,0
Prince Edward Island,2022-01-30,m,12–17,4904
Prince Edward Island,2022-01-30,m,18–29,12611
Prince Edward Island,2022-01-30,m,30–39,9111
Prince Edward Island,2022-01-30,m,40–49,9097
Prince Edward Island,2022-01-30,m,50–59,10446
Prince Edward Island,2022-01-30,m,60–69,10679
Prince Edward Island,2022-01-30,m,70–79,7443
Prince Edward Island,2022-01-30,m,80+,3211
Prince Edward Island,2022-01-30,Other,0–4,0
Prince Edward Island,2022-01-30,Other,12–17,0
Prince Edward Island,2022-01-30,Other,18–29,0
Prince Edward Island,2022-01-30,Other,30–39,0
Prince Edward Island,2022-01-30,Other,40–49,0
Prince Edward Island,2022-01-30,Other,50–59,0
Prince Edward Island,2022-01-30,Other,60–69,0
Prince Edward Island,2022-01-30,Other,70–79,0
Prince Edward Island,2022-01-30,Other,80+,0
Nova Scotia,2022-01-30,f,0–4,2
Nova Scotia,2022-01-30,f,12–17,26282
Nova Scotia,2022-01-30,f,18–29,67249
Nova Scotia,2022-01-30,f,30–39,59495
Nova Scotia,2022-01-30,f,40–49,58564
Nova Scotia,2022-01-30,f,50–59,69751
Nova Scotia,2022-01-30,f,60–69,74230
Nova Scotia,2022-01-30,f,70–79,52156
Nova Scotia,2022-01-30,f,80+,30173
Nova Scotia,2022-01-30,m,0–4,2
Nova Scotia,2022-01-30,m,12–17,27408
Nova Scotia,2022-01-30,m,18–29,67129
Nova Scotia,2022-01-30,m,30–39,55825
Nova Scotia,2022-01-30,m,40–49,53811
Nova Scotia,2022-01-30,m,50–59,64808
Nova Scotia,2022-01-30,m,60–69,69110
Nova Scotia,2022-01-30,m,70–79,47103
Nova Scotia,2022-01-30,m,80+,20710
Nova Scotia,2022-01-30,Other,0–4,0
Nova Scotia,2022-01-30,Other,12–17,1
Nova Scotia,2022-01-30,Other,18–29,5
Nova Scotia,2022-01-30,Other,30–39,0
Nova Scotia,2022-01-30,Other,40–49,0
Nova Scotia,2022-01-30,Other,50–59,0
Nova Scotia,2022-01-30,Other,60–69,0
Nova Scotia,2022-01-30,Other,70–79,0
Nova Scotia,2022-01-30,Other,80+,0
New Brunswick,2022-01-30,f,0–4,0
New Brunswick,2022-01-30,f,12–17,21615
New Brunswick,2022-01-30,f,18–29,48381
New Brunswick,2022-01-30,f,30–39,43415
New Brunswick,2022-01-30,f,40–49,47703
New Brunswick,2022-01-30,f,50–59,54876
New Brunswick,2022-01-30,f,60–69,59162
New Brunswick,2022-01-30,f,70–79,41594
New Brunswick,2022-01-30,f,80+,24356
New Brunswick,2022-01-30,m,0–4,0
New Brunswick,2022-01-30,m,12–17,22001
New Brunswick,2022-01-30,m,18–29,48869
New Brunswick,2022-01-30,m,30–39,40755
New Brunswick,2022-01-30,m,40–49,44317
New Brunswick,2022-01-30,m,50–59,52768
New Brunswick,2022-01-30,m,60–69,55992
New Brunswick,2022-01-30,m,70–79,38761
New Brunswick,2022-01-30,m,80+,17095
New Brunswick,2022-01-30,Other,0–4,0
New Brunswick,2022-01-30,Other,12–17,0
New Brunswick,2022-01-30,Other,18–29,0
New Brunswick,2022-01-30,Other,30–39,0
New Brunswick,2022-01-30,Other,40–49,0
New Brunswick,2022-01-30,Other,50–59,0
New Brunswick,2022-01-30,Other,60–69,0
New Brunswick,2022-01-30,Other,70–79,0
New Brunswick,2022-01-30,Other,80+,0
Quebec,2022-01-30,f,0–4,95
Quebec,2022-01-30,f,12–17,238186
Quebec,2022-01-30,f,18–29,531564
Quebec,2022-01-30,f,30–39,501663
Quebec,2022-01-30,f,40–49,510912
Quebec,2022-01-30,f,50–59,523425
Quebec,2022-01-30,f,60–69,569409
Quebec,2022-01-30,f,70–79,407670
Quebec,2022-01-30,f,80+,256380
Quebec,2022-01-30,m,0–4,94
Quebec,2022-01-30,m,12–17,246998
Quebec,2022-01-30,m,18–29,537511
Quebec,2022-01-30,m,30–39,497556
Quebec,2022-01-30,m,40–49,512621
Quebec,2022-01-30,m,50–59,525395
Quebec,2022-01-30,m,60–69,550588
Quebec,2022-01-30,m,70–79,367704
Quebec,2022-01-30,m,80+,169220
Quebec,2022-01-30,Other,0–4,0
Quebec,2022-01-30,Other,12–17,0
Quebec,2022-01-30,Other,18–29,0
Quebec,2022-01-30,Other,30–39,0
Quebec,2022-01-30,Other,40–49,0
Quebec,2022-01-30,Other,50–59,0
Quebec,2022-01-30,Other,60–69,0
Quebec,2022-01-30,Other,70–79,0
Quebec,2022-01-30,Other,80+,0
Ontario,2022-01-30,f,0–4,0
Ontario,2022-01-30,f,12–17,406021
Ontario,2022-01-30,f,18–29,1054715
Ontario,2022-01-30,f,30–39,916804
Ontario,2022-01-30,f,40–49,861514
Ontario,2022-01-30,f,50–59,943906
Ontario,2022-01-30,f,60–69,886144
Ontario,2022-01-30,f,70–79,598207
Ontario,2022-01-30,f,80+,377190
Ontario,2022-01-30,m,0–4,0
Ontario,2022-01-30,m,12–17,423644
Ontario,2022-01-30,m,18–29,1104041
Ontario,2022-01-30,m,30–39,904278
Ontario,2022-01-30,m,40–49,807069
Ontario,2022-01-30,m,50–59,899122
Ontario,2022-01-30,m,60–69,823696
Ontario,2022-01-30,m,70–79,529089
Ontario,2022-01-30,m,80+,261167
Ontario,2022-01-30,Other,0–4,0
Ontario,2022-01-30,Other,12–17,877
Ontario,2022-01-30,Other,18–29,2755
Ontario,2022-01-30,Other,30–39,1229
Ontario,2022-01-30,Other,40–49,486
Ontario,2022-01-30,Other,50–59,334
Ontario,2022-01-30,Other,60–69,252
Ontario,2022-01-30,Other,70–79,180
Ontario,2022-01-30,Other,80+,144
Manitoba,2022-01-30,f,0–4,0
Manitoba,2022-01-30,f,12–17,42516
Manitoba,2022-01-30,f,18–29,98188
Manitoba,2022-01-30,f,30–39,84625
Manitoba,2022-01-30,f,40–49,77397
Manitoba,2022-01-30,f,50–59,77073
Manitoba,2022-01-30,f,60–69,76502
Manitoba,2022-01-30,f,70–79,51869
Manitoba,2022-01-30,f,80+,34723
Manitoba,2022-01-30,m,0–4,0
Manitoba,2022-01-30,m,12–17,43676
Manitoba,2022-01-30,m,18–29,104926
Manitoba,2022-01-30,m,30–39,83947
Manitoba,2022-01-30,m,40–49,76163
Manitoba,2022-01-30,m,50–59,75330
Manitoba,2022-01-30,m,60–69,73526
Manitoba,2022-01-30,m,70–79,46098
Manitoba,2022-01-30,m,80+,22947
Manitoba,2022-01-30,Other,0–4,0
Manitoba,2022-01-30,Other,12–17,0
Manitoba,2022-01-30,Other,18–29,0
Manitoba,2022-01-30,Other,30–39,0
Manitoba,2022-01-30,Other,40–49,0
Manitoba,2022-01-30,Other,50–59,0
Manitoba,2022-01-30,Other,60–69,0
Manitoba,2022-01-30,Other,70–79,0
Manitoba,2022-01-30,Other,80+,0
Saskatchewan,2022-01-30,f,0–4,10
Saskatchewan,2022-01-30,f,12–17,37294
Saskatchewan,2022-01-30,f,18–29,75914
Saskatchewan,2022-01-30,f,30–39,73052
Saskatchewan,2022-01-30,f,40–49,63897
Saskatchewan,2022-01-30,f,50–59,62616
Saskatchewan,2022-01-30,f,60–69,64831
Saskatchewan,2022-01-30,f,70–79,40370
Saskatchewan,2022-01-30,f,80+,30367
Saskatchewan,2022-01-30,m,0–4,10
Saskatchewan,2022-01-30,m,12–17,38241
Saskatchewan,2022-01-30,m,18–29,78732
Saskatchewan,2022-01-30,m,30–39,72627
Saskatchewan,2022-01-30,m,40–49,64570
Saskatchewan,2022-01-30,m,50–59,61288
Saskatchewan,2022-01-30,m,60–69,63792
Saskatchewan,2022-01-30,m,70–79,37815
Saskatchewan,2022-01-30,m,80+,20393
Saskatchewan,2022-01-30,Other,0–4,0
Saskatchewan,2022-01-30,Other,12–17,5
Saskatchewan,2022-01-30,Other,18–29,0
Saskatchewan,2022-01-30,Other,30–39,0
Saskatchewan,2022-01-30,Other,40–49,0
Saskatchewan,2022-01-30,Other,50–59,0
Saskatchewan,2022-01-30,Other,60–69,0
Saskatchewan,2022-01-30,Other,70–79,0
Saskatchewan,2022-01-30,Other,80+,0
Alberta,2022-01-30,f,0–4,0
Alberta,2022-01-30,f,12–17,130656
Alberta,2022-01-30,f,18–29,289361
Alberta,2022-01-30,f,30–39,304209
Alberta,2022-01-30,f,40–49,268875
Alberta,2022-01-30,f,50–59,246409
Alberta,2022-01-30,f,60–69,231206
Alberta,2022-01-30,f,70–79,136745
Alberta,2022-01-30,f,80+,82275
Alberta,2022-01-30,m,0–4,0
Alberta,2022-01-30,m,12–17,135142
Alberta,2022-01-30,m,18–29,294735
Alberta,2022-01-30,m,30–39,301730
Alberta,2022-01-30,m,40–49,271743
Alberta,2022-01-30,m,50–59,246302
Alberta,2022-01-30,m,60–69,225301
Alberta,2022-01-30,m,70–79,126531
Alberta,2022-01-30,m,80+,58847
Alberta,2022-01-30,Other,0–4,0
Alberta,2022-01-30,Other,12–17,0
Alberta,2022-01-30,Other,18–29,0
Alberta,2022-01-30,Other,30–39,0
Alberta,2022-01-30,Other,40–49,0
Alberta,2022-01-30,Other,50–59,0
Alberta,2022-01-30,Other,60–69,0
Alberta,2022-01-30,Other,70–79,0
Alberta,2022-01-30,Other,80+,0
British Columbia,2022-01-30,f,0–4,0
British Columbia,2022-01-30,f,12–17,132872
British Columbia,2022-01-30,f,18–29,372596
British Columbia,2022-01-30,f,30–39,344553
British Columbia,2022-01-30,f,40–49,305624
British Columbia,2022-01-30,f,50–59,327245
British Columbia,2022-01-30,f,60–69,331581
British Columbia,2022-01-30,f,70–79,230527
British Columbia,2022-01-30,f,80+,141117
British Columbia,2022-01-30,m,0–4,0
British Columbia,2022-01-30,m,12–17,137261
British Columbia,2022-01-30,m,18–29,380244
British Columbia,2022-01-30,m,30–39,345126
British Columbia,2022-01-30,m,40–49,291922
British Columbia,2022-01-30,m,50–59,308167
British Columbia,2022-01-30,m,60–69,306830
British Columbia,2022-01-30,m,70–79,212453
British Columbia,2022-01-30,m,80+,107646
British Columbia,2022-01-30,Other,0–4,0
British Columbia,2022-01-30,Other,12–17,0
British Columbia,2022-01-30,Other,18–29,0
British Columbia,2022-01-30,Other,30–39,0
British Columbia,2022-01-30,Other,40–49,1
British Columbia,2022-01-30,Other,50–59,1
British Columbia,2022-01-30,Other,60–69,0
British Columbia,2022-01-30,Other,70–79,0
British Columbia,2022-01-30,Other,80+,0
Yukon,2022-01-30,f,0–4,0
Yukon,2022-01-30,f,12–17,1085
Yukon,2022-01-30,f,18–29,2896
Yukon,2022-01-30,f,30–39,3536
Yukon,2022-01-30,f,40–49,2773
Yukon,2022-01-30,f,50–59,2595
Yukon,2022-01-30,f,60–69,2539
Yukon,2022-01-30,f,70–79,1257
Yukon,2022-01-30,f,80+,433
Yukon,2022-01-30,m,0–4,0
Yukon,2022-01-30,m,12–17,1182
Yukon,2022-01-30,m,18–29,2897
Yukon,2022-01-30,m,30–39,3401
Yukon,2022-01-30,m,40–49,2658
Yukon,2022-01-30,m,50–59,2554
Yukon,2022-01-30,m,60–69,2634
Yukon,2022-01-30,m,70–79,1409
