Province,Date,Sex,Age,Cumulative number of people (Vaccinedose1)
Prince Edward Island,2022-09-11,f,30–39,9642
Prince Edward Island,2022-09-11,f,40–49,9826
Prince Edward Island,2022-09-11,f,50–59,10973
Prince Edward Island,2022-09-11,f,60–69,11820
Prince Edward Island,2022-09-11,f,70–79,8409
Prince Edward Island,2022-09-11,f,80+,5073
Prince Edward Island,2022-09-11,m,0–4,272
Prince Edward Island,2022-09-11,m,12–17,4824
Prince Edward Island,2022-09-11,m,18–29,12696
Prince Edward Island,2022-09-11,m,30–39,9245
Prince Edward Island,2022-09-11,m,40–49,9131
Prince Edward Island,2022-09-11,m,50–59,10344
Prince Edward Island,2022-09-11,m,60–69,10863
Prince Edward Island,2022-09-11,m,70–79,7731
Prince Edward Island,2022-09-11,m,80+,3487
Prince Edward Island,2022-09-11,Other,0–4,0
Prince Edward Island,2022-09-11,Other,12–17,0
Prince Edward Island,2022-09-11,Other,18–29,0
Prince Edward Island,2022-09-11,Other,30–39,0
Prince Edward Island,2022-09-11,Other,40–49,0
Prince Edward Island,2022-09-11,Other,50–59,0
Prince Edward Island,2022-09-11,Other,60–69,0
Prince Edward Island,2022-09-11,Other,70–79,0
Prince Edward Island,2022-09-11,Other,80+,0
Nova Scotia,2022-09-11,f,0–4,1519
Nova Scotia,2022-09-11,f,12–17,26163
Nova Scotia,2022-09-11,f,18–29,68375
Nova Scotia,2022-09-11,f,30–39,60829
Nova Scotia,2022-09-11,f,40–49,59046
Nova Scotia,2022-09-11,f,50–59,69047
Nova Scotia,2022-09-11,f,60–69,75794
Nova Scotia,2022-09-11,f,70–79,54258
Nova Scotia,2022-09-11,f,80+,32648
Nova Scotia,2022-09-11,m,0–4,1533
Nova Scotia,2022-09-11,m,12–17,27418
Nova Scotia,2022-09-11,m,18–29,68500
Nova Scotia,2022-09-11,m,30–39,57527
Nova Scotia,2022-09-11,m,40–49,54325
Nova Scotia,2022-09-11,m,50–59,64502
Nova Scotia,2022-09-11,m,60–69,70465
Nova Scotia,2022-09-11,m,70–79,49071
Nova Scotia,2022-09-11,m,80+,22845
Nova Scotia,2022-09-11,Other,0–4,0
Nova Scotia,2022-09-11,Other,12–17,0
Nova Scotia,2022-09-11,Other,18–29,6
Nova Scotia,2022-09-11,Other,30–39,1
Nova Scotia,2022-09-11,Other,40–49,0
Nova Scotia,2022-09-11,Other,50–59,0
Nova Scotia,2022-09-11,Other,60–69,0
Nova Scotia,2022-09-11,Other,70–79,0
Nova Scotia,2022-09-11,Other,80+,0
New Brunswick,2022-09-11,f,0–4,510
New Brunswick,2022-09-11,f,12–17,21469
New Brunswick,2022-09-11,f,18–29,48704
New Brunswick,2022-09-11,f,30–39,43792
New Brunswick,2022-09-11,f,40–49,47864
New Brunswick,2022-09-11,f,50–59,54499
New Brunswick,2022-09-11,f,60–69,59821
New Brunswick,2022-09-11,f,70–79,43449
New Brunswick,2022-09-11,f,80+,26254
New Brunswick,2022-09-11,m,0–4,539
New Brunswick,2022-09-11,m,12–17,21726
New Brunswick,2022-09-11,m,18–29,49382
New Brunswick,2022-09-11,m,30–39,41375
New Brunswick,2022-09-11,m,40–49,44356
New Brunswick,2022-09-11,m,50–59,52539
New Brunswick,2022-09-11,m,60–69,56800
New Brunswick,2022-09-11,m,70–79,40476
New Brunswick,2022-09-11,m,80+,18812
New Brunswick,2022-09-11,Other,0–4,0
New Brunswick,2022-09-11,Other,12–17,0
New Brunswick,2022-09-11,Other,18–29,0
New Brunswick,2022-09-11,Other,30–39,0
New Brunswick,2022-09-11,Other,40–49,0
New Brunswick,2022-09-11,Other,50–59,0
New Brunswick,2022-09-11,Other,60–69,0
New Brunswick,2022-09-11,Other,70–79,0
New Brunswick,2022-09-11,Other,80+,0
Quebec,2022-09-11,f,0–4,7317
Quebec,2022-09-11,f,12–17,235325
Quebec,2022-09-11,f,18–29,480373
Quebec,2022-09-11,f,30–39,472924
Quebec,2022-09-11,f,40–49,492199
Quebec,2022-09-11,f,50–59,494421
Quebec,2022-09-11,f,60–69,551317
Quebec,2022-09-11,f,70–79,401017
Quebec,2022-09-11,f,80+,249357
Quebec,2022-09-11,m,0–4,7745
Quebec,2022-09-11,m,12–17,244165
Quebec,2022-09-11,m,18–29,479401
Quebec,2022-09-11,m,30–39,465271
Quebec,2022-09-11,m,40–49,490050
Quebec,2022-09-11,m,50–59,494045
Quebec,2022-09-11,m,60–69,534140
Quebec,2022-09-11,m,70–79,361197
Quebec,2022-09-11,m,80+,166042
Quebec,2022-09-11,Other,0–4,0
Quebec,2022-09-11,Other,12–17,0
Quebec,2022-09-11,Other,18–29,0
Quebec,2022-09-11,Other,30–39,0
Quebec,2022-09-11,Other,40–49,0
Quebec,2022-09-11,Other,50–59,0
Quebec,2022-09-11,Other,60–69,0
Quebec,2022-09-11,Other,70–79,0
Quebec,2022-09-11,Other,80+,0
Ontario,2022-09-11,f,0–4,20817
Ontario,2022-09-11,f,12–17,402102
Ontario,2022-09-11,f,18–29,1072935
Ontario,2022-09-11,f,30–39,941266
Ontario,2022-09-11,f,40–49,873764
Ontario,2022-09-11,f,50–59,944477
Ontario,2022-09-11,f,60–69,906931
Ontario,2022-09-11,f,70–79,618114
Ontario,2022-09-11,f,80+,386333
Ontario,2022-09-11,m,0–4,21774
Ontario,2022-09-11,m,12–17,419524
Ontario,2022-09-11,m,18–29,1125183
Ontario,2022-09-11,m,30–39,931223
Ontario,2022-09-11,m,40–49,819915
Ontario,2022-09-11,m,50–59,897306
Ontario,2022-09-11,m,60–69,843447
Ontario,2022-09-11,m,70–79,545336
Ontario,2022-09-11,m,80+,269274
Ontario,2022-09-11,Other,0–4,28
Ontario,2022-09-11,Other,12–17,844
Ontario,2022-09-11,Other,18–29,2813
Ontario,2022-09-11,Other,30–39,1344
Ontario,2022-09-11,Other,40–49,523
Ontario,2022-09-11,Other,50–59,349
Ontario,2022-09-11,Other,60–69,259
Ontario,2022-09-11,Other,70–79,183
Ontario,2022-09-11,Other,80+,144
Manitoba,2022-09-11,f,0–4,1879
Manitoba,2022-09-11,f,12–17,42392
Manitoba,2022-09-11,f,18–29,98713
Manitoba,2022-09-11,f,30–39,85793
Manitoba,2022-09-11,f,40–49,78319
Manitoba,2022-09-11,f,50–59,76784
Manitoba,2022-09-11,f,60–69,77621
Manitoba,2022-09-11,f,70–79,53024
Manitoba,2022-09-11,f,80+,33897
Manitoba,2022-09-11,m,0–4,1854
Manitoba,2022-09-11,m,12–17,43622
Manitoba,2022-09-11,m,18–29,105840
Manitoba,2022-09-11,m,30–39,85300
Manitoba,2022-09-11,m,40–49,77123
Manitoba,2022-09-11,m,50–59,75122
Manitoba,2022-09-11,m,60–69,74439
Manitoba,2022-09-11,m,70–79,46887
Manitoba,2022-09-11,m,80+,22374
Manitoba,2022-09-11,Other,0–4,0
Manitoba,2022-09-11,Other,12–17,0
Manitoba,2022-09-11,Other,18–29,0
Manitoba,2022-09-11,Other,30–39,0
Manitoba,2022-09-11,Other,40–49,0
Manitoba,2022-09-11,Other,50–59,0
Manitoba,2022-09-11,Other,60–69,0
Manitoba,2022-09-11,Other,70–79,0
Manitoba,2022-09-11,Other,80+,0
Saskatchewan,2022-09-11,f,0–4,2467
Saskatchewan,2022-09-11,f,12–17,36408
Saskatchewan,2022-09-11,f,18–29,75866
Saskatchewan,2022-09-11,f,30–39,73580
Saskatchewan,2022-09-11,f,40–49,65631
Saskatchewan,2022-09-11,f,50–59,61738
Saskatchewan,2022-09-11,f,60–69,66865
Saskatchewan,2022-09-11,f,70–79,42564
Saskatchewan,2022-09-11,f,80+,32873
Saskatchewan,2022-09-11,m,0–4,2530
Saskatchewan,2022-09-11,m,12–17,37314
Saskatchewan,2022-09-11,m,18–29,78811
Saskatchewan,2022-09-11,m,30–39,73416
Saskatchewan,2022-09-11,m,40–49,66241
Saskatchewan,2022-09-11,m,50–59,60969
Saskatchewan,2022-09-11,m,60–69,65536
Saskatchewan,2022-09-11,m,70–79,40250
Saskatchewan,2022-09-11,m,80+,22524
Saskatchewan,2022-09-11,Other,0–4,0
Saskatchewan,2022-09-11,Other,12–17,0
Saskatchewan,2022-09-11,Other,18–29,0
Saskatchewan,2022-09-11,Other,30–39,0
Saskatchewan,2022-09-11,Other,40–49,0
Saskatchewan,2022-09-11,Other,50–59,0
Saskatchewan,2022-09-11,Other,60–69,0
Saskatchewan,2022-09-11,Other,70–79,0
Saskatchewan,2022-09-11,Other,80+,0
Alberta,2022-09-11,f,0–4,5895
Alberta,2022-09-11,f,12–17,133934
Alberta,2022-09-11,f,18–29,294318
Alberta,2022-09-11,f,30–39,307569
Alberta,2022-09-11,f,40–49,271449
Alberta,2022-09-11,f,50–59,247475
Alberta,2022-09-11,f,60–69,232253
Alberta,2022-09-11,f,70–79,140212
Alberta,2022-09-11,f,80+,85644
Alberta,2022-09-11,m,0–4,6235
Alberta,2022-09-11,m,12–17,138932
Alberta,2022-09-11,m,18–29,299565
Alberta,2022-09-11,m,30–39,305263
Alberta,2022-09-11,m,40–49,274492
Alberta,2022-09-11,m,50–59,247340
Alberta,2022-09-11,m,60–69,225931
Alberta,2022-09-11,m,70–79,129795
Alberta,2022-09-11,m,80+,61605
Alberta,2022-09-11,Other,0–4,0
Alberta,2022-09-11,Other,12–17,0
Alberta,2022-09-11,Other,18–29,0
Alberta,2022-09-11,Other,30–39,0
Alberta,2022-09-11,Other,40–49,0
Alberta,2022-09-11,Other,50–59,0
Alberta,2022-09-11,Other,60–69,0
Alberta,2022-09-11,Other,70–79,0
Alberta,2022-09-11,Other,80+,0
British Columbia,2022-09-11,f,0–4,9048
British Columbia,2022-09-11,f,12–17,128380
British Columbia,2022-09-11,f,18–29,371421
British Columbia,2022-09-11,f,30–39,351579
British Columbia,2022-09-11,f,40–49,311480
British Columbia,2022-09-11,f,50–59,326719
British Columbia,2022-09-11,f,60–69,339077
British Columbia,2022-09-11,f,70–79,241566
British Columbia,2022-09-11,f,80+,153918
British Columbia,2022-09-11,m,0–4,9250
British Columbia,2022-09-11,m,12–17,133519
British Columbia,2022-09-11,m,18–29,378949
British Columbia,2022-09-11,m,30–39,353550
British Columbia,2022-09-11,m,40–49,299268
British Columbia,2022-09-11,m,50–59,307604
British Columbia,2022-09-11,m,60–69,314051
British Columbia,2022-09-11,m,70–79,223168
British Columbia,2022-09-11,m,80+,119078
British Columbia,2022-09-11,Other,0–4,0
British Columbia,2022-09-11,Other,12–17,0
British Columbia,2022-09-11,Other,18–29,0
British Columbia,2022-09-11,Other,30–39,0
British Columbia,2022-09-11,Other,40–49,0
British Columbia,2022-09-11,Other,50–59,0
British Columbia,2022-09-11,Other,60–69,0
British Columbia,2022-09-11,Other,70–79,0
British Columbia,2022-09-11,Other,80+,0
Yukon,2022-09-11,f,0–4,76
Yukon,2022-09-11,f,12–17,1038
Yukon,2022-09-11,f,18–29,2752
Yukon,2022-09-11,f,30–39,3580
Yukon,2022-09-11,f,40–49,2762
Yukon,2022-09-11,f,50–59,2523
Yukon,2022-09-11,f,60–69,2551
Yukon,2022-09-11,f,70–79,1290
Yukon,2022-09-11,f,80+,453
Yukon,2022-09-11,m,0–4,66
Yukon,2022-09-11,m,12–17,1157
Yukon,2022-09-11,m,18–29,2776
Yukon,2022-09-11,m,30–39,3389
Yukon,2022-09-11,m,40–49,2652
Yukon,2022-09-11,m,50–59,2521
Yukon,2022-09-11,m,60–69,2619
Yukon,2022-09-11,m,70–79,1446
Yukon,2022-09-11,m,80+,436
Yukon,2022-09-11,Other,0–4,0
Yukon,2022-09-11,Other,12–17,0
Yukon,2022-09-11,Other,18–29,0
Yukon,2022-09-11,Other,30–39,0
Yukon,2022-09-11,Other,40–49,0
Yukon,2022-09-11,Other,50–59,0
Yukon,2022-09-11,Other,60–69,0
Yukon,2022-09-11,Other,70–79,0
Yukon,2022-09-11,Other,80+,0
Northwest Territories,2022-09-11,f,0–4,108
Northwest Territories,2022-09-11,f,12–17,1400
Northwest Territories,2022-09-11,f,18–29,3006
Northwest Territories,2022-09-11,f,30–39,3181
Northwest Territories,2022-09-11,f,40–49,2715
Northwest Territories,2022-09-11,f,50–59,2595
Northwest Territories,2022-09-11,f,60–69,1836
Northwest Territories,2022-09-11,f,70–79,798
Northwest Territories,2022-09-11,f,80+,283
Northwest Territories,2022-09-11,m,0–4,131
Northwest Territories,2022-09-11,m,12–17,1427
Northwest Territories,2022-09-11,m,18–29,2779
Northwest Territories,2022-09-11,m,30–39,2797
Northwest Territories,2022-09-11,m,40–49,2445
Northwest Territories,2022-09-11,m,50–59,2742
Northwest Territories,2022-09-11,m,60–69,2073
Northwest Territories,2022-09-11,m,70–79,922
